Date,Year,Month,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
04/30/14,2014,4,ATM Fee Rebate,ATM Fee Rebate,2.6,credit,Income,Schwab,,
04/30/14,2014,4,Transfer to Chase VISA,CHASE CARD SERV ONLINE PMT 140430,405.96,debit,Credit Card Payment,Schwab,,
04/30/14,2014,4,State Farm Bank Online,STATE FARM INS ONLINE PMT 140430,153.45,debit,Auto Payment,Schwab,,
04/30/14,2014,4,Interest Paid,Interest Paid,2.11,credit,Interest Income,Schwab,,
04/30/14,2014,4,Domino's Pizza,DOMINO'S 8903 919-303-0010 NC,21.03,debit,Fast Food,COLLEGE CARD,,
04/29/14,2014,4,Overstock,OVR*O.CO/OVERSTOCK.COM - 800-8432446 UT 3714,27.56,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/29/14,2014,4,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 4478,23.39,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
04/29/14,2014,4,iTunes,APL*APPLE ITUNES STORE - 866-712-7753 CA 8818,2.14,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
04/29/14,2014,4,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,4.95,debit,Coffee Shops,COLLEGE CARD,,
04/29/14,2014,4,Starbucks,STARBUCKS #09840 CARY Cary NC,4.69,debit,Coffee Shops,COLLEGE CARD,,
04/29/14,2014,4,Pei Wei,PEI WEI #0116 Q02 CARY NC,10.2,debit,Restaurants,COLLEGE CARD,,
04/29/14,2014,4,Ncsu Transpo Paylot,NCSU TRANSPO PAYLOT 9195158000 NC,2,debit,Ali Parking,COLLEGE CARD,,
04/29/14,2014,4,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,8.97,debit,Restaurants,Schwab,,
04/29/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",11,debit,Restaurants,Schwab,,
04/29/14,2014,4,Check 995317,Check Paid #995317,75,debit,Check,Schwab,,
04/28/14,2014,4,Patronism Tx,PATRONISM - 512-695-6807 TX 0064,10,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
04/28/14,2014,4,Music Loft,THE MUSIC LOFT - CARRBORO NC 0017,22.55,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
04/28/14,2014,4,Caffe Driade,CAFFE DRIADE - CHAPEL HILL NC 4989,5.5,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
04/28/14,2014,4,Music Loft,THE MUSIC LOFT - CARRBORO NC 0058,5,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
04/28/14,2014,4,Sam Barbeque,SAM'S BARBEQUE - CHAPEL HILL NC 0057,21.29,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
04/28/14,2014,4,Crook's Corner,CROOKS CORNER       CHAPEL HILL18800030    919-929-7643 320141180542718175,42.46,debit,Restaurants,Costco AmEx,,
04/28/14,2014,4,Picket Fence,PICKET FENCE REA ONLINE PMT 140428~ Tran,412.5,debit,Ali Rent,Schwab,,
04/28/14,2014,4,Chase Mtge Online,CHASE MTGE ONLINE PMT 140428,2104.77,debit,438 Deming,Schwab,,
04/28/14,2014,4,Delightful Inspi Online,DELIGHTFUL INSPI ONLINE PMT 140428~ Tran,1516.87,debit,Wedding,Schwab,,
04/27/14,2014,4,Wal-Mart,WM SUPERCENTER #2137 - DURHAM NC 5331,40.93,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/27/14,2014,4,Barnes & Noble,BARNES & NOBLE #2647,9.74,debit,Reading,Chase VISA,,
04/27/14,2014,4,Barnes & Noble,BARNES & NOBLE #2647,1.89,debit,Reading,Chase VISA,,
04/27/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
04/26/14,2014,4,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 5286,55.04,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/26/14,2014,4,iTunes,APL*APPLE ITUNES STORE - 866-712-7753 CA 6532,1.06,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
04/26/14,2014,4,Gypsy's Shiny Diner,GYPSYS SHINY DINER RALEIGH NC,18.43,debit,Restaurants,COLLEGE CARD,,
04/26/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",11.5,debit,Restaurants,Schwab,,
04/26/14,2014,4,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,11.16,debit,Groceries,Schwab,,
04/26/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",7.5,debit,Restaurants,Schwab,,
04/25/14,2014,4,Rebecca Kuhns,REBECCA KUHNS MD - DURHAM NC 8904,75,debit,Doctor,Fidelity Investments Investment Rewards Signature Visa,,
04/25/14,2014,4,Caju,CAJU - CHAPEL HILL NC 0502,108,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
04/25/14,2014,4,Grimball Jewelers,GRIMBALL JEWELERS - CHAPEL HILL NC 0028,20,debit,Gifts,Fidelity Investments Investment Rewards Signature Visa,,
04/25/14,2014,4,Trader Joe's,TRADER JOE'S #745 QPS - CHAPEL HILL NC 1102,60.22,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/25/14,2014,4,Saxbys Nc State,SAXBYS - NC STATE RALEIGH NC,9.2,debit,Uncategorized,COLLEGE CARD,,
04/25/14,2014,4,Transfer from Wells Fargo Checking Acct,ONLINE PAYMENT,1306,credit,Credit Card Payment,COLLEGE CARD,,
04/25/14,2014,4,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,2,debit,Ali Parking,COLLEGE CARD,,
04/25/14,2014,4,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,1,debit,Ali Parking,COLLEGE CARD,,
04/25/14,2014,4,Nc Owasa Util,NC-OWASA UTIL BILLS 201404 209436 JAMES COTTON,83.53,debit,Water,Wells Fargo Checking Acct,,
04/25/14,2014,4,Check 1518,CHECK # 1518,181.04,debit,Check,Wells Fargo Checking Acct,,
04/25/14,2014,4,Transfer to COLLEGE CARD,ONLINE TRANSFER REF #IBEG7JLSCB TO COLLEGE CARD VIA MOBILE,1306,debit,Credit Card Payment,Wells Fargo Checking Acct,,
04/25/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
04/25/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",18,debit,Restaurants,Schwab,,
04/25/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",10.5,debit,Restaurants,Schwab,,
04/24/14,2014,4,Herald,SSM*HERALD LEADER PIX - 877-8432900 MO 0209,16.05,debit,Printing,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 1683,15.93,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Ssc Carrboro Ser,SSC - CARRBORO SER - CARRBORO NC 5691,80.46,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Oakleaf Pittsboro Restaurant,OAKLEAF 880140812460PITTSBORO000016      RESTAURANT 320141140484854979,15.21,debit,Restaurants,Costco AmEx,,
04/24/14,2014,4,Exxon,EXXONMOBIL 97335442 CARY NC,35.3,debit,Service & Parts,COLLEGE CARD,,
04/24/14,2014,4,CVS,CVS PHARMACY #7311 Q03 CARY NC,41.44,debit,Pharmacy,COLLEGE CARD,,
04/24/14,2014,4,Target,TARGET 00009613 CARY NC,13.52,debit,Shopping,COLLEGE CARD,,
04/24/14,2014,4,Foreign Transaction Fee,FOREIGN TRANSACTION FE - FTF 9514,3.36,debit,Bank Fee,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Tcm Canada Healthlink,TCM 800-2672688 - 800-2672688 9514,112,debit,Prescription,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Land's End,LANDS END INTERNET - 800-332-4700 WI 5319,81.69,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
04/24/14,2014,4,Withdrawal,Electronic Withdrawal,70,debit,Cash & ATM,Schwab,,
04/24/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",12,debit,Restaurants,Schwab,,
04/24/14,2014,4,Fid Bkg Svc,FID BKG SVC LLC MONEYLINE 140424,25000,credit,Income,Schwab,,
04/24/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4.5,debit,Restaurants,Schwab,,
04/23/14,2014,4,Nissan,ANDERSON NISSAN - ASHEVILLE NC 3530,428.13,debit,Auto Payment,Fidelity Investments Investment Rewards Signature Visa,,
04/23/14,2014,4,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,4.73,debit,Coffee Shops,COLLEGE CARD,,
04/23/14,2014,4,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 4230,12.29,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/23/14,2014,4,Federal Express,FEDEX 805041999004 - 800-4633339 TN 5638,25.5,debit,Shipping,Fidelity Investments Investment Rewards Signature Visa,,
04/23/14,2014,4,Boston Market,BOSTON MARKET 0480 CARY NC,9.89,debit,Restaurants,COLLEGE CARD,,
04/23/14,2014,4,Google Edi Pymnts,Google Inc. EDI PYMNTS US0000UX1C James Dirk Cotton,135.5,credit,Income,Wells Fargo Checking Acct,,
04/23/14,2014,4,Spankys Chapel Hill,SPANKYS             CHAPEL HILL611261      RESTAURANT 320141130478674634,53.08,debit,Restaurants,Costco AmEx,,
04/23/14,2014,4,Duke Energy,DUKE ENERGY UTIL. BILL,419.1,debit,ELECTRIC,Schwab,,
04/23/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",8,debit,Restaurants,Schwab,,
04/23/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",11,debit,Restaurants,Schwab,,
04/23/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",7.5,debit,Restaurants,Schwab,,
04/22/14,2014,4,Amazon,AMAZON MKTPLACE PMTS - AMZN.COM/BILL WA 4140,262.45,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/22/14,2014,4,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 5122,24.34,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
04/22/14,2014,4,Ch Dwntwn Prkg,CH DWNTWN PRKG MOBILE - WWW.PARKMOBIL NC 0171,1.35,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
04/22/14,2014,4,Syds Hair Shop,SYD'S HAIR SHOP INC - CHAPEL HILL NC 0108,30,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
04/22/14,2014,4,IHOP,IHOP 3307 CARY NC,16.54,debit,Restaurants,COLLEGE CARD,,
04/22/14,2014,4,Party City,PARTY CITY #202 CARY NC,71.47,debit,Entertainment,COLLEGE CARD,,
04/22/14,2014,4,Old Navy,OLD NAVY #6558 CARY NC,66.65,debit,Clothing,COLLEGE CARD,,
04/22/14,2014,4,Cook Out,COOK OUT #11 CARY NC,5.47,debit,Restaurants,COLLEGE CARD,,
04/22/14,2014,4,Town Cary Online,TOWN OF CARY ONLINE PMT 140422,46.5,debit,Ali Water Bill,Schwab,,
04/22/14,2014,4,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,9.09,debit,Restaurants,Schwab,,
04/21/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 2034,10.66,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/21/14,2014,4,411 West Franklin Chapel Hill 140 West Franklin Street,OC CHAPEL HILL 73 OCCHAPEL HILL20059       140 WEST FRANKLIN STR 320141110447209846,45.45,debit,Restaurants,Costco AmEx,,
04/21/14,2014,4,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,7.2,debit,Coffee Shops,COLLEGE CARD,,
04/21/14,2014,4,Netflix,NETFLIX.COM,8.59,debit,Movies & DVDs,Chase VISA,,
04/21/14,2014,4,Cash Ewithdrawal In 129 South Estes Drive,Cash eWithdrawal in Branch/Store - 129 S ESTES DR CHAPEL HILL NC 2169,200,debit,Cash & ATM,Wells Fargo Checking Acct,,
04/21/14,2014,4,PayPal,PAYPAL INST XFER 140421 57U227ZL87YNU VICKI COTTON,239.99,debit,Shopping,Wells Fargo Checking Acct,,
04/21/14,2014,4,Citimortgage,CITIMORTGAGE ONLINE PMT 140421,2598.5,debit,Mortgage & Rent,Schwab,,
04/21/14,2014,4,Starbucks,"STARBUCKS #08245 CChapel Hill, NC #00000",2.96,debit,Coffee Shops,Schwab,,
04/21/14,2014,4,AT&T,AT&T ONLINE PMT 140421,43.68,debit,Home Phone,Schwab,,
04/21/14,2014,4,Duke Power Ali,DUKE POWER ONLINE PMT 140421,117.9,debit,Ali Electric,Schwab,,
04/21/14,2014,4,Progressengycaro Drafts,PROGRESSENGYCARO DRAFTS 140421,117.9,debit,Utilities,Schwab,,
04/20/14,2014,4,Venable Rotisserie Bcarrboro,VENABLE ROTISSERIE BCARRBORO10156420140 9196369468 320141100425962882,51.91,debit,Restaurants,Costco AmEx,,
04/20/14,2014,4,Bob Evans,BOB EVANS REST #0321DURHAM70117385    8002727675 320141100434026798,23.37,debit,Restaurants,Costco AmEx,,
04/20/14,2014,4,Kroger,KROGER #342 CARY NC,15.37,debit,Groceries,COLLEGE CARD,,
04/20/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4.75,debit,Restaurants,Schwab,,
04/19/14,2014,4,Washington Post Digitalsubcription Dc,WPC*DIGITALSUBCRIPTION - 202-334-6100 DC 9717,9.99,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
04/19/14,2014,4,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 9198,44.18,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/19/14,2014,4,CVS,CVS PHARMACY #3898 Q03 - CHAPEL HILL NC 5601,22.76,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
04/19/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 0990,25.14,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/19/14,2014,4,Party City,PARTY CITY #202 CARY NC,16.19,debit,Entertainment,COLLEGE CARD,,
04/19/14,2014,4,Firehouse Subs,FIREHOUSE SUBS #52 CARY NC,10.54,debit,Fast Food,COLLEGE CARD,,
04/19/14,2014,4,Domino's Pizza,DOMINO'S 8903 919-303-0010 NC,19.96,debit,Fast Food,COLLEGE CARD,,
04/19/14,2014,4,Joy Richard Salon,JOY RICHARD SALON RALEIGH NC,85,debit,Hair,COLLEGE CARD,,
04/19/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",12.5,debit,Restaurants,Schwab,,
04/19/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
04/18/14,2014,4,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 6668,10.09,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/18/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 5358,64.48,credit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/18/14,2014,4,Transfer from Schwab,ELECTRONIC PAYMENT RECEIVED-THA 320141080407452410,489.61,credit,Credit Card Payment,Costco AmEx,,
04/18/14,2014,4,Tylers,TYLER'S - CARRBORO 5CARRBORO000136007   9199296881 320141080399562082,43.13,debit,Clothing,Costco AmEx,,
04/18/14,2014,4,Snappy Lube,SNAPPY LUBE CARY NC,135.03,debit,Service & Parts,COLLEGE CARD,,
04/18/14,2014,4,Noodles & Company,NOODLES CO 856 CARY NC,16.55,debit,Restaurants,COLLEGE CARD,,
04/18/14,2014,4,Cook Out,COOK OUT #11,10.96,debit,Restaurants,Chase VISA,,
04/18/14,2014,4,Broadview,ADT-BROADVIEW ONLINE PMT 140418,22.99,debit,Household,Schwab,,
04/18/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4,debit,Restaurants,Schwab,,
04/18/14,2014,4,Transfer to Costco AmEx,AMERICAN EXPRESS ONLINE PMT 140418,489.61,debit,Credit Card Payment,Schwab,,
04/18/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",9.5,debit,Restaurants,Schwab,,
04/18/14,2014,4,Lowe's,"LOWES #00487* CHAPEL HILL, NC #00000",21.47,credit,Home Improvement,Schwab,,
04/18/14,2014,4,Verizon Wireless,"VZWRLSS*APOCC VISE800-922-0204, NJ #0000",210.61,debit,Mobile Phone,Schwab,,
04/17/14,2014,4,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 5660,35.6,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
04/17/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 4117,21.47,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/17/14,2014,4,Ady Spreadshirt Ma,ADY*Spreadshirt 800-3810815 MA,37.6,debit,Uncategorized,COLLEGE CARD,,
04/17/14,2014,4,USPS,USPS 3613760505/125 S E CHAPEL HILL,2.86,debit,Shipping,Schwab,,
04/17/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
04/17/14,2014,4,Withdrawal,Electronic Withdrawal,70,debit,Cash & ATM,Schwab,,
04/17/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4.5,debit,Restaurants,Schwab,,
04/17/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",10.5,debit,Restaurants,Schwab,,
04/16/14,2014,4,Walgreens,WALGREENS #11547 - CHAPEL HILL NC 9065,12.99,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
04/16/14,2014,4,Walgreens,WALGREENS #11547 - CHAPEL HILL NC 8984,3.75,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
04/16/14,2014,4,Life Time Cafe,LIFE TIME CAFE 160 Q54 CARY NC,7.81,debit,Restaurants,COLLEGE CARD,,
04/16/14,2014,4,Snack Soda Vending,SNACK SODA VENDING Chanhassen MN,3.5,debit,Fast Food,COLLEGE CARD,,
04/16/14,2014,4,YMCA,"CHC YMCA 9199425156 140416 XXXXX6316 and Vicki Cotton, Jame",76,debit,Gym,Wells Fargo Checking Acct,,
04/16/14,2014,4,Gughlhupf Cafe,"GUGHLHUPF CAFE DURHAM, NC #0000001900",8.49,debit,Restaurants,Schwab,,
04/15/14,2014,4,Amazon,AMAZON MKTPLACE PMTS - AMZN.COM/BILL WA 7428,21.86,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/15/14,2014,4,Jos. A. Bank,JOS A. BANK #623 - CHAPEL HILL NC 0018,15,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
04/15/14,2014,4,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 8235,3.49,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/15/14,2014,4,Amazon,AMAZON.COM - AMZN.COM/BILL WA 0942,58.14,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/15/14,2014,4,Trader Joe's,TRADER JOE'S #745 QPS - CHAPEL HILL NC 4033,27.69,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/15/14,2014,4,Mclaurin Parking,MCLAURIN PARKING RALEIGH NC,4,debit,Ali Parking,COLLEGE CARD,,
04/15/14,2014,4,iTunes,APL*APPLE ITUNES STORE 866-712-7753 CA,23.6,debit,Music,COLLEGE CARD,,
04/15/14,2014,4,Bruegger's,BRUEGGERS #18 RALEIGH NC,7.51,debit,Restaurants,COLLEGE CARD,,
04/15/14,2014,4,Pei Wei,PEI WEI #0116 Q02 CARY NC,11.5,debit,Restaurants,COLLEGE CARD,,
04/15/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",8.75,debit,Restaurants,Schwab,,
04/15/14,2014,4,Check 1038,Check Paid #1038,500,debit,Check,Schwab,,
04/15/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",9.25,debit,Restaurants,Schwab,,
04/15/14,2014,4,Secretary of State NC,"NC SECRETARY OF FILINGS 5393827 JDC Planning, LLC",202,debit,JDC PLANNING,JDC Planning,,
04/15/14,2014,4,Southeast Toyota,SOUTHEAST TOY ONLINE PMT 140415,357.45,debit,Auto Payment,Schwab,,
04/14/14,2014,4,Amazon,AMAZON.COM - AMZN.COM/BILL WA 6154,164.99,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
04/14/14,2014,4,Comfort Engineers,"COMFORT ENGINEERS, INC - 919-383-2502 NC 3625",130,debit,Home Repair,Fidelity Investments Investment Rewards Signature Visa,,
04/14/14,2014,4,NY Times,NY TIMES NATL SALES - 800-698-4637 NY 7421,62.5,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
04/14/14,2014,4,Lowe's,LOWES #00487* - CHAPEL HILL NC 4773,64.48,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
04/14/14,2014,4,The Weathervane,THE WEATHERVANE RSTRCHAPEL HILL52354       RESTAURANT 320141040346199994,14.16,debit,Restaurants,Costco AmEx,,
04/14/14,2014,4,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL571297      RESTAURANT 320141040341652517,29.89,debit,Restaurants,Costco AmEx,,
04/14/14,2014,4,411 West Franklin Chapel Hill 140 West Franklin Street,OC CHAPEL HILL 73 OCCHAPEL HILL20087       140 WEST FRANKLIN STR 320141040342802610,39.4,debit,Restaurants,Costco AmEx,,
04/14/14,2014,4,Life Time Cafe,LIFE TIME CAFE 160 Q54 CARY NC,10.96,debit,Restaurants,COLLEGE CARD,,
04/14/14,2014,4,Snack Soda Vending,SNACK SODA VENDING Chanhassen MN,3.5,debit,Fast Food,COLLEGE CARD,,
04/14/14,2014,4,Orange Water & Sewer Dept,ORANGE WATER&SEW ONLINE PMT 140414,26.7,debit,Utilities,Schwab,,
04/14/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4,debit,Restaurants,Schwab,,
04/14/14,2014,4,State Farm Bank Online,STATE FARM BANK ONLINE PMT 140414,491.99,debit,Auto Payment,Schwab,,
04/14/14,2014,4,Check 995304,Check Paid #995304,30,debit,Check,Schwab,,
04/14/14,2014,4,France Billetvad Ivry,"FRANCE BILLETVAD IVRY SUR SEIN, #000",44.08,debit,Uncategorized,Schwab,,
04/14/14,2014,4,State Farm Bank Online,STATE FARM INS ONLINE PMT 140414,180.55,debit,Auto Payment,Schwab,,
04/14/14,2014,4,Interest,INTEREST PAYMENT,0.06,credit,Interest Income,Wells Fargo Checking Acct,,
04/13/14,2014,4,Corner Tavern Ca,THE CORNER TAVERN - CA CARY NC,14.21,debit,Restaurants,COLLEGE CARD,,
04/13/14,2014,4,Kroger,KROGER #342 CARY NC,23.76,debit,Groceries,COLLEGE CARD,,
04/12/14,2014,4,Jos. A. Bank,JOS A. BANK #623 - CHAPEL HILL NC 0010,198.88,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
04/12/14,2014,4,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 5048,17.6,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/12/14,2014,4,RadioShack,RADIO SHACK 00117135 - CHAPEL HILL NC 1463,9.66,debit,Electronics & Software,Fidelity Investments Investment Rewards Signature Visa,,
04/12/14,2014,4,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 4967,22.97,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/12/14,2014,4,Mill Town Carrboro,MILL TOWN 6500000023CARRBORO10156320140 9199327344 320141020304535644,32.69,debit,Restaurants,Costco AmEx,,
04/12/14,2014,4,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,9.24,debit,Coffee Shops,COLLEGE CARD,,
04/12/14,2014,4,Home Depot,THE HOME DEPOT 3615 CARY NC,23.77,debit,Home Improvement,COLLEGE CARD,,
04/12/14,2014,4,Exxon,EXXONMOBIL 97335442 CARY NC,36.67,debit,Service & Parts,COLLEGE CARD,,
04/12/14,2014,4,Exxon,EXXONMOBIL 97335442 CARY NC,1.48,debit,Service & Parts,COLLEGE CARD,,
04/12/14,2014,4,Open Eye Cafe,"OPEN EYE CAFE CARRBORO, NC #00000019",10.5,debit,Restaurants,Schwab,,
04/12/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4.5,debit,Restaurants,Schwab,,
04/12/14,2014,4,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,11.07,debit,Groceries,Schwab,,
04/12/14,2014,4,Amazon,AmazonPrime Membership amzn.com/prmeNV,79,credit,Shopping,COLLEGE CARD,,
04/11/14,2014,4,Sirius Radio,SXM*SIRIUSXM.COM/ACCT - 888-635-5144 NY 1850,18.12,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
04/11/14,2014,4,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 2145,19.88,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
04/11/14,2014,4,Phydeaux,PHYDEAUX - CHAPEL HILL NC 0184,32.23,debit,Pet Food & Supplies,Fidelity Investments Investment Rewards Signature Visa,,
04/11/14,2014,4,Moe's Southwest Grill,MOES SOUTHWEST GRILL RALEIGH NC,9.88,debit,Restaurants,COLLEGE CARD,,
04/11/14,2014,4,Goodberry,GOODBERRY'S RALEIGH NC,5.7,debit,Uncategorized,COLLEGE CARD,,
04/11/14,2014,4,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",3.5,debit,Restaurants,Schwab,,
